Ticket,Real,Prediccion_SVM,Confianza,Accion
solicita documentos 88627817,Aplicaciones,Aplicaciones,0.47768254222265755,Agente IA
acceso opensmartflex  ticket 92329  eduardo andres vera huerta  alerta normalizacion perfil finaciero,Seguimientos IMA,DBA,0.4661304620324404,Agente IA
reporte libro diariomayores tq,Aplicaciones,Aplicaciones,0.5998890232743243,Agente IA
acceso ccgac archivos adjuntos asociados a productos,Aplicaciones,Aplicaciones,0.7315820764697817,Agente IA
carpetas de respaldo,Soporte de Campo,Soporte de Campo,0.5607450374785086,Agente IA
problemas para agregar la autentificación,Ingenieros TI,Soporte de Campo,0.4352012022140408,Agente IA
problemas con outlook,Soporte de Campo,Soporte de Campo,0.7348949610414511,Agente IA
diario mural electrnico,Soporte de Campo,Aplicaciones,0.3271264622953373,Agente IA
ti requerimiento  modificaciones sgf plus 17062024,Aplicaciones,Aplicaciones,0.7436672724968582,Agente IA
error al cargar un dp en sap,DBA,Aplicaciones,0.4835072315567411,Agente IA
bloqueado,DBA,DBA,0.5974705835044105,Agente IA
ingresar consola ccbpcop7 a dominio scada,Soporte de Campo,Soporte de Campo,0.48851605621344635,Agente IA
tecnored  formularios para renovacin ewm y erp,ABM,ABM,0.4130547566066783,Agente IA
problemas open  orcao,ABM,Soporte de Campo,0.6178517975299029,Agente IA
noc teleco ot prtgmir chilquinta sepanimavid ping ping,Telecomunicaciones,Telecomunicaciones,0.506012819770692,Agente IA
dudas y preguntas campos interface slim,Ingenieros TI,Soporte de Campo,0.5033129077540363,Agente IA
iniciativa nuevo hypervisor,Ingenieros TI,ABM,0.4384167200728284,Agente IA
instalacin fg builder display,Ciberseguridad,Soporte de Campo,0.6883053431655961,Agente IA
nari hhuhms issue,NARI,NARI,0.619837175399968,Agente IA
confirmar si este correo es de chq,Ingenieros TI,Ingenieros TI,0.5822157628251907,Agente IA
permisos automáticos,MDA,MDA,0.627775836458711,Agente IA
clave bloqueda de open pc,DBA,Soporte de Campo,0.45946042317409247,Agente IA
error acceso archivos facturacion,Técnico TI,Aplicaciones,0.5306849473953573,Agente IA
punto de red,Soporte de Campo,Soporte de Campo,0.5692908958796045,Agente IA
re creación correo electrónico,MDA,ABM,0.432242893114333,Agente IA
desbloquear equipo,MDA,Soporte de Campo,0.7019639765612103,Agente IA
consola interfaz contable cs,Aplicaciones,Aplicaciones,0.7031386724340901,Agente IA
tecnored tm  backup y snapshot de la base de datos,Ingenieros TI,DBA,0.34416783013459623,Agente IA
integración servicemax  sharepoint,Ingenieros TI,Ingenieros TI,0.5737138711067954,Agente IA
solicitud de xml de origen  produccin,Aplicaciones,Aplicaciones,0.7388419087888152,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
registro de sincronizacin,MDA,Soporte de Campo,0.37532474929606474,Agente IA
solicita nueva consulta en orm,Aplicaciones,Aplicaciones,0.5872369255612448,Agente IA
cierres de periodos cancelados,Aplicaciones,Aplicaciones,0.6451193652105361,Agente IA
problema en ingreso a orm,Aplicaciones,Soporte de Campo,0.3857970870672365,Agente IA
credenciales cuenta de red  deloitte,DBA,Técnico TI,0.5407077618373086,Agente IA
sin acceso a su correo y power on,MDA,MDA,0.3707656459639348,Agente IA
problemas con mfa,Soporte de Campo,Ingenieros TI,0.6791715803654931,Agente IA
casilla de correo,Soporte de Campo,Ingenieros TI,0.6879377762180544,Agente IA
problema de acceso a vpn,Ingenieros TI,Ingenieros TI,0.7200593367919788,Agente IA
tti modificacin fecha termino de vigencia  javiera roxana lopez diaz,Técnico TI,Técnico TI,0.5962845094060799,Agente IA
sql actualizacin folios lx  factura litoral transmisin sin recepcin en sii,DBA,DBA,0.592502958935686,Agente IA
cambioclaveerp,DBA,Aplicaciones,0.376388314814981,Agente IA
acceso sap  ticket 106891  nicols alejandro donoso cabello,DBA,ABM,0.4422308590364192,Agente IA
revisin puntos de red autopagos oficina via del mar,Soporte de Campo,Soporte de Campo,0.5662667725002444,Agente IA
sin acceso a factigis,Sistemas GIS,Sistemas GIS,0.5249599188650086,Agente IA
cambio de clave clevest,Técnico TI,Técnico TI,0.5926525520481949,Agente IA
actualizar contraseña a usuario meridian ediazd,MDA,MDA,0.7480059190430399,Agente IA
extensión acceso a base de datos po,ABM,ABM,0.5554784354214494,Agente IA
agregar en copia a camila arriagada del correo chilquinta do cdecsicdochilquintacl,Ingenieros TI,Soporte de Campo,0.3938388193887614,Agente IA
solicitud perfiles open mobile empalmes problemas termino de curso,ABM,ABM,0.5297594600262091,Agente IA
problema citrix,Aplicaciones,Aplicaciones,0.5376576518108729,Agente IA
accesos sharepoint sap mreal,DBA,Técnico TI,0.47809615070322947,Agente IA
solicitud de sim,Telecomunicaciones,Aplicaciones,0.30871598188621857,Agente IA
problemas cuenta,Soporte de Campo,Soporte de Campo,0.33778201082436676,Agente IA
configuracin saplogon,Soporte de Campo,Soporte de Campo,0.6036965565171036,Agente IA
dba  mul  solicitud de fuentes  poweron,Técnico TI,Técnico TI,0.5706658573186741,Agente IA
solicitud cambio hora legalización reposición n 6322468,Aplicaciones,Aplicaciones,0.7005495436839627,Agente IA
habilitar accesos teletrabajo,Ingenieros TI,Soporte de Campo,0.696457139323567,Agente IA
revisin urgente  poweron filiales sur,Soporte de Campo,Soporte de Campo,0.5708180188054517,Agente IA
informacin de clientes,Aplicaciones,Aplicaciones,0.7176107353565567,Agente IA
extender accesos vpn chilquintas genesys,Ingenieros TI,ABM,0.4546740136986616,Agente IA
configuracin equipo romina garrido,Soporte de Campo,Soporte de Campo,0.7323156680412225,Agente IA
siac 2227185  p 307322  molinera aconcagua sa  resp,Aplicaciones,ABM,0.3647885488708947,Agente IA
el administrador ha respondido a su solicitud de plantilla 2024  actividades fuera de horario infraestructura ti,MDA,Aplicaciones,0.6293701482338973,Agente IA
20230320pmmveramonteaybtxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
problema,Soporte de Campo,Soporte de Campo,0.7006145276417,Agente IA
acceso a pbi,ABM,Soporte de Campo,0.3649658020590887,Agente IA
desbloqueo de cuenta de contratista,Técnico TI,ABM,0.4022323924769737,Agente IA
desbloquear equipos,Soporte de Campo,Soporte de Campo,0.6337689814132892,Agente IA
revisar rececpción correos casilla casablanca dominios externos,Soporte de Campo,Ingenieros TI,0.4656233178824183,Agente IA
cambio de estado sap ti,SAP,SAP,0.6676018720695661,Agente IA
error opn,Soporte de Campo,Soporte de Campo,0.413023854071416,Agente IA
problemas con vpn konecta stgo,Ingenieros TI,Ingenieros TI,0.47995248906087196,Agente IA
activacion onedrive con cuenta empresa y descativar el asociado a cuenta personal,Soporte de Campo,ABM,0.43844304656314775,Agente IA
solicitud de generar consulta orm  venta constructoras cod 266,Aplicaciones,Aplicaciones,0.7169489859318929,Agente IA
fotografas sala de datos quilpue,Soporte de Campo,Soporte de Campo,0.5074803864186751,Agente IA
no permite descarga de archivos teams,Soporte de Campo,Soporte de Campo,0.5824776987530137,Agente IA
actualizacin rdenes mdms  hes nari 20240223,NARI,Aplicaciones,0.35703684378341244,Agente IA
falla portal web httpasignacionordeneschilquinta,Aplicaciones,OT,0.39162316780396983,Agente IA
clickshare sala bismark,Soporte de Campo,Soporte de Campo,0.566506345134175,Agente IA
problemas de impresión,DBA,Soporte de Campo,0.6968222552548422,Agente IA
no recuerdo contrasea  cuenta mobicontrol  usuario  magaly orellana vera,Técnico TI,Técnico TI,0.6355041617472085,Agente IA
consulta por el correo brigadacuraumachilquintacl,MDA,Soporte de Campo,0.43633150029438217,Agente IA
solicitud de ingreso a vpn,Ingenieros TI,Ingenieros TI,0.49674167992226553,Agente IA
problema osf  urgente,Soporte de Campo,Soporte de Campo,0.38140399301531497,Agente IA
credenciales cuenta de red  usuarios aa  cuadrilla junio,Técnico TI,ABM,0.36801598844604255,Agente IA
solicitud,Soporte de Campo,Aplicaciones,0.4402282571463902,Agente IA
problemas usuario gisred,MDA,Sistemas GIS,0.5551105567614315,Agente IA
desbloqueo de clave dbx  cmelizald,DBA,MDA,0.5934323446380616,Agente IA
cuenta bloqueada,DBA,DBA,0.3560453541178305,Agente IA
re cuenta bloqueada,Técnico TI,DBA,0.409399570906992,Agente IA
cambiar a interna 2 interrupciones domiciliarias de cqte  mes 072025,Aplicaciones,Aplicaciones,0.5336162178377849,Agente IA
problemas portal sap,DBA,DBA,0.5405297497213956,Agente IA
control repactaciones,Aplicaciones,Ciberseguridad,0.36973818514615586,Agente IA
cuenta dbx expirada cmelizald,MDA,Técnico TI,0.23003612741759025,Agente IA
servidor digsilent,Ingenieros TI,Soporte de Campo,0.6340822936965815,Agente IA
error orm  descarga de consultas,Soporte de Campo,Aplicaciones,0.3201267109153671,Agente IA
solicitud de excepcin hp  491709,Aplicaciones,Aplicaciones,0.6294700516656798,Agente IA
problemas citrix,Aplicaciones,Aplicaciones,0.6474045567496352,Agente IA
intermitencias del bot,Aplicaciones,Aplicaciones,0.5731819594414386,Agente IA
lentitud en asignacin de ordenes a cuadrillas en poweron,Ingenieros TI,Aplicaciones,0.383759498562865,Agente IA
problemas inicio de sesión genesys usuario vgonzalez coordinadora valeria gonzález  aa servicios,Soporte de Campo,Soporte de Campo,0.7471619172669387,Agente IA
solicitud de eliminacin de autentificador por periodo de vacaciones urgente ticket 86039,Ingenieros TI,Ingenieros TI,0.4948486902897982,Agente IA
actualizacion power bi report server,Soporte de Campo,Soporte de Campo,0.40104562314885356,Agente IA
configuracion autentificador,Soporte de Campo,OT,0.49873155663335167,Agente IA
falla al enviar correo,Soporte de Campo,Soporte de Campo,0.6272721556187242,Agente IA
error con génesis,MDA,Aplicaciones,0.5353165658390079,Agente IA
solicitud n 30 renovacion indefinida cuenta sap erp y ewm  solicitud grupal,ABM,ABM,0.5693501049153246,Agente IA
planilla de viatico,Aplicaciones,Telecomunicaciones,0.34750981665976965,Agente IA
acceso a orm,ABM,Aplicaciones,0.29940829745708614,Agente IA
atención ejecutivo,Soporte de Campo,Aplicaciones,0.4330239834781324,Agente IA
aviso para mas informacin,Soporte de Campo,Ingenieros TI,0.38791345037307884,Agente IA
problemas con citrix,Ingenieros TI,Aplicaciones,0.4624289526622149,Agente IA
cta bloqueada para consulta en open smartflex,DBA,Aplicaciones,0.2824426690067457,Agente IA
acceso a osf,DBA,ABM,0.3940599790516785,Agente IA
ticket resueltos y usuario de acuerdo con solución pero aparecen en sección tickets con solución rechazada,Técnico TI,Ingenieros TI,0.26013784733683615,Agente IA
ingreso portal de beneficios,MDA,Aplicaciones,0.40701159818137267,Agente IA
reinicio pool servidores nuevos vehculos,Técnico TI,Soporte de Campo,0.3786941172990002,Agente IA
cada masiva meridian,Meridian,Meridian,0.308865127748617,Agente IA
sistema antiguo de inventario,Aplicaciones,Soporte de Campo,0.34984752058646823,Agente IA
universo cnr diciembre 2025v2,Aplicaciones,Aplicaciones,0.5977565051729812,Agente IA
problemas con outlook,Soporte de Campo,Soporte de Campo,0.7348949610414511,Agente IA
caida orm 29122025,DBA,Aplicaciones,0.41097414939673244,Agente IA
cuenta correo reclamos,Soporte de Campo,ABM,0.4732954124317265,Agente IA
notificacin nuevos ingresos creacin de nueva cuenta,ABM,ABM,0.5211343105000578,Agente IA
rmo tecnicos con problemas en open mobile,DBA,Aplicaciones,0.293265953772698,Agente IA
ti reporte reconectadores operados  solicitud de datos para inscripcin,Aplicaciones,Técnico TI,0.5302232978236594,Agente IA
validación rendimiento dataguard osf para orm,DBA,ABM,0.46479482719084014,Agente IA
problemas osf,Soporte de Campo,Soporte de Campo,0.5650788616015329,Agente IA
openmovil  modo desconectado,DBA,Técnico TI,0.49531514599835985,Agente IA
modificaciones chq  autoridad,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.4536006821093757,Agente IA
agregar cuentas de correo electrnico y creacin de carpeta 2026  ms outlook,Soporte de Campo,Soporte de Campo,0.5074354655998986,Agente IA
acceso a open,Soporte de Campo,DBA,0.33348106716745546,Agente IA
caso reversa extraccin ley ssbb  chilquinta nuevo sfoa,Aplicaciones,Aplicaciones,0.5747727689229687,Agente IA
autorizacin ingreso netting,ABM,Aplicaciones,0.5620695301616584,Agente IA
apoyo actividad mquinas scada despacho transmisin miraflores 18 marzo 2025,Soporte de Campo,Soporte de Campo,0.7045031669531178,Agente IA
para clscta d incme l ctaasoc 12520802 no se ha definido ctacme,Aplicaciones,Aplicaciones,0.4561117310547327,Agente IA
tti solicitud archivo webconfig clevest prod,Técnico TI,Técnico TI,0.5925500873968338,Agente IA
problemas de autentificacin,Soporte de Campo,Soporte de Campo,0.6968222552548422,Agente IA
casilla de correos contratos,Soporte de Campo,Ingenieros TI,0.6683106325896792,Agente IA
revisar mfa del usuario,Ingenieros TI,Ingenieros TI,0.6292413056121107,Agente IA
dba solicitud de desbloqueo  cambio de clave  usuario sfpa cfvidalc,DBA,DBA,0.5333638148580372,Agente IA
acceso carpeta compartida,ABM,Técnico TI,0.44804514887155195,Agente IA
habilitar cuentas  vpn móvil,Soporte de Campo,Ingenieros TI,0.6755101170181309,Agente IA
ayuda,DBA,Soporte de Campo,0.723711626195449,Agente IA
revisión de correo corporativo,Soporte de Campo,Soporte de Campo,0.7115035782460092,Agente IA
problemas portal sap,DBA,DBA,0.5405297497213956,Agente IA
correo de luis dadone en argentina,Ingenieros TI,Ciberseguridad,0.4632657853241684,Agente IA
cuenta de acceso bloqueada,MDA,MDA,0.45478434708046916,Agente IA
errores guías de despacho luzparral,Aplicaciones,Soporte de Campo,0.49691907960119863,Agente IA
solicita claves de acceso osf srta sarita iturrieta,ABM,ABM,0.515984962780231,Agente IA
eliminación equipos mobicontrol para reasignación,Técnico TI,Técnico TI,0.7069470597907602,Agente IA
inducom posicion historica reinicio de servicio no programado 6062024,Técnico TI,Aplicaciones,0.62121764958168,Agente IA
informacion cuenta expirada,MDA,MDA,0.5311686893988702,Agente IA
sapti asignar ppto cictecno 2025,SAP,Soporte de Campo,0.2806785164946863,Agente IA
ttirespaldar mul 20250122  a produccion  bot reclamos sernac 86214,OT,OT,0.6962421342958258,Agente IA
autorizacin acceso a organizacin comprar,ABM,ABM,0.5739938580520617,Agente IA
problemas para entrar a cloudsigner,MDA,Soporte de Campo,0.7042376775533975,Agente IA
ingreso a sap por vpn,Soporte de Campo,Ingenieros TI,0.4532943976193005,Agente IA
cambio de categoriasxlsx,Aplicaciones,Aplicaciones,0.46573084524934294,Agente IA
acceso gisred jvasquez,DBA,Sistemas GIS,0.37858233506943745,Agente IA
información cierre de mes  diciembre,Técnico TI,Técnico TI,0.22478855662083394,Agente IA
asignacin grupo de compras c0t,ABM,ABM,0.48546253304499104,Agente IA
conexin orm,Soporte de Campo,Soporte de Campo,0.698936203256678,Agente IA
problemas con permisos preventivos,Aplicaciones,Soporte de Campo,0.46440226867115353,Agente IA
scc corrección carga automática desde sap a scc,Aplicaciones,Aplicaciones,0.46403656089354167,Agente IA
consulta por el usuario fjperezm,MDA,MDA,0.5957489788041688,Agente IA
aplicativos tecnored,Soporte de Campo,Soporte de Campo,0.5691406625335943,Agente IA
problemas con usuario clevest jalbornh,Técnico TI,Aplicaciones,0.33048949997212795,Agente IA
capacitaciones equipo osf  enero 2024,Seguimientos IMA,Seguimientos IMA,0.48402552264657944,Agente IA
error vpningreso orm,Soporte de Campo,Aplicaciones,0.7136636953360491,Agente IA
revisar telfonos en despacho tx miraflores,Soporte de Campo,Soporte de Campo,0.7339480630038069,Agente IA
chilquinta  request commented  cs21063  marriage file 10042025,MDA,Ingenieros TI,0.6781929609719025,Agente IA
gmetas  modificacion para eletrans,Aplicaciones,Aplicaciones,0.6643324790201789,Agente IA
error de conexión,Soporte de Campo,Soporte de Campo,0.5334785680834435,Agente IA
situacion de cargo servicio 12416,Aplicaciones,Aplicaciones,0.4969786441806578,Agente IA
falla de dll al inicio,Soporte de Campo,Soporte de Campo,0.470738752255653,Agente IA
ingreso a sap contrasea,DBA,DBA,0.5684866153644091,Agente IA
configuracin unidades de trabajo osfmobile,Aplicaciones,Soporte de Campo,0.45885176422151597,Agente IA
llamada perdida,MDA,MDA,0.3703072987554828,Agente IA
lentitud en asignacion de ordens a moviles en poweron,PowerOn,PowerOn,0.38046972086465564,Agente IA
acceso a microsoft 365,Soporte de Campo,Ingenieros TI,0.7423800336074811,Agente IA
consulta archivo pdf,Soporte de Campo,Soporte de Campo,0.687384677250828,Agente IA
international roaming,Telecomunicaciones,Telecomunicaciones,0.7260570715205219,Agente IA
escritorio remoto sin conexin,Soporte de Campo,Soporte de Campo,0.6902948893696564,Agente IA
inconsistencia cuenta catalina gonzlez,Ingenieros TI,Aplicaciones,0.41387860582547,Agente IA
actividades internas pasalc agosto 2024,Seguimientos IMA,Seguimientos IMA,0.7211842144642097,Agente IA
abm asignacin ignacio albarrn usuario prctica esteban quintana,Soporte de Campo,Soporte de Campo,0.726346438252549,Agente IA
validar usuarios en po,Ingenieros TI,DBA,0.3515712864276059,Agente IA
solicitud accesos carolina diaz riveros cambio perfil orm y otros,ABM,Soporte de Campo,0.5324775416676102,Agente IA
error orm  sin acceso,Soporte de Campo,MDA,0.3056449952483095,Agente IA
anulacion de bloqueo de financiacion,Aplicaciones,Aplicaciones,0.6087902146616851,Agente IA
sm urgente 8000001087 activar extender usuario ccxcrm en prd  re problema conexin crm,ABM,DBA,0.5432404038890299,Agente IA
abm  chilquinta  migracin casillas dte  extensin de vpn para usuario sovos,Ingenieros TI,ABM,0.4810084819438864,Agente IA
16052025 reporte reclamos y quejas  reclamos sin asignacin proceso masivo 16052025,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6003815413849298,Agente IA
agregar usuario administrador,Ingenieros TI,Ingenieros TI,0.36405925189967253,Agente IA
ami  edelmag medidor en arbol cge,AMI,Aplicaciones,0.4931746288326709,Agente IA
revisión de problemas de acceso a sharepoint  lmunoz,Aplicaciones,Soporte de Campo,0.5877986469853189,Agente IA
traspaso aprobador sap,ABM,ABM,0.39335899176461014,Agente IA
modidficacin de rol de sap migo,ABM,ABM,0.5639717969438511,Agente IA
revisin estado nuevo monitor inducom control flota sincronizacin sap,Técnico TI,Técnico TI,0.5936899450084366,Agente IA
acceso a correo  pagosjudiciales,Soporte de Campo,Soporte de Campo,0.6036983507296382,Agente IA
cambio de clave softexpert,DBA,MDA,0.4234676615035475,Agente IA
clave solution manager,DBA,DBA,0.4234619276148817,Agente IA
sin acceso poweron,Soporte de Campo,TDO,0.5002988668711504,Agente IA
reasignacin webs pamela marchant,Aplicaciones,Soporte de Campo,0.7482821345001489,Agente IA
solicitud de consulta quiebre de consumos,Aplicaciones,Aplicaciones,0.6052344693596046,Agente IA
dbainfra lentitud asignacion de ordenes en po,DBA,Aplicaciones,0.3995922859671075,Agente IA
activacin de sap remoto,Soporte de Campo,DBA,0.42158575826887806,Agente IA
problemas ingreso vpn,Soporte de Campo,Técnico TI,0.32222200544453433,Agente IA
problemas para guardar información,Soporte de Campo,MDA,0.4045623404428283,Agente IA
abm  extensión cuenta de red y vpn  edwar meza tierra ayni,Ingenieros TI,Ingenieros TI,0.574300031809727,Agente IA
notificacin nuevo ingreso  jos antonio bustamante tung,Soporte de Campo,Soporte de Campo,0.5486781399041516,Agente IA
extensin credenciales cuenta de red  nicols tapia,ABM,ABM,0.5104831941460101,Agente IA
consulta asignación masiva items seriados,Aplicaciones,Aplicaciones,0.6381797839953854,Agente IA
desblolquear usuarios,DBA,ABM,0.5348677374696925,Agente IA
revisin y ordenamiento despacho tx,Soporte de Campo,Soporte de Campo,0.7397065027771529,Agente IA
desbloquear cuentas de osf de ejecutivos contact center,DBA,Soporte de Campo,0.39766099244741254,Agente IA
renovacin jorge mora,Soporte de Campo,Soporte de Campo,0.6007810845173337,Agente IA
envio de query informacion poste chocado,Aplicaciones,Aplicaciones,0.20825039648868762,Agente IA
undeliverable  undeliverable  cambio de clave cuenta de red,MDA,MDA,0.7147976270923957,Agente IA
problema con cuenta en power bi  marcelo riveros,Soporte de Campo,Soporte de Campo,0.7092850031094092,Agente IA
problemas team,Soporte de Campo,Soporte de Campo,0.7489758183195727,Agente IA
rv incidente inestabilidad osf,Aplicaciones,Aplicaciones,0.4245569620756206,Agente IA
cierre de ordenes incidencia entre vpn y osfmovil,Ingenieros TI,Ingenieros TI,0.5110587102575489,Agente IA
sin acceso a gisred,MDA,Sistemas GIS,0.38303152178233324,Agente IA
mobicontrol  permiso de accesibilidad se desactiva,Técnico TI,Técnico TI,0.617088975129147,Agente IA
no se visualizan las fotografas de archivos adjuntos en open,Soporte de Campo,Aplicaciones,0.554583587061343,Agente IA
anlisis requerimiento  orden de reconexin no llega a clevest solo a osf ot 220082428  50258,Aplicaciones,Aplicaciones,0.5627264679322519,Agente IA
adquisición de 6635 tarjetas simacquisition of 6635 sim cards,Telecomunicaciones,Telecomunicaciones,0.37624193649304116,Agente IA
interrupciones edecsa,Aplicaciones,Aplicaciones,0.428444940001596,Agente IA
boleta 2017,Aplicaciones,Aplicaciones,0.731508665825103,Agente IA
20241125pmmlaspelargoniastxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
consulta por perfil osf,MDA,Aplicaciones,0.4626852964481098,Agente IA
error visualización mobile enterprise,TDO,TDO,0.3406971386004924,Agente IA
sin acceso a orm,Soporte de Campo,MDA,0.37390984124829485,Agente IA
urgente revisar funcionamiento de casilla empalmes casablanca,Ingenieros TI,Aplicaciones,0.6717832185470393,Agente IA
problemas en emision de impresion osf,Aplicaciones,Soporte de Campo,0.43550087231465867,Agente IA
favor de su ayuda,Aplicaciones,Aplicaciones,0.6628103798456648,Agente IA
error en osf,DBA,Aplicaciones,0.7028347271766219,Agente IA
solicitud de información gsc estudio de vad periodo 2024  2028,Aplicaciones,Aplicaciones,0.6783513631870312,Agente IA
cuentas sap  desbloqueo,DBA,DBA,0.4642708975306855,Agente IA
acceso a sharepoint de compras,ABM,ABM,0.5417896205933571,Agente IA
consulta la manera de ingresar al portal httpscambiaclaveschilquintascl,MDA,Aplicaciones,0.309652064152501,Agente IA
credenciales vanessa garcia,ABM,ABM,0.4262961077226162,Agente IA
acceso archivos sec meridian,Meridian,Meridian,0.30448207201739647,Agente IA
tti  creacin de sitio https  srvwebphpdq  visualizador de prdidas,Técnico TI,Técnico TI,0.6462599534763326,Agente IA
consulta cuenta factura n297252,Aplicaciones,Aplicaciones,0.5098529164763198,Agente IA
visor trabado,Técnico TI,Aplicaciones,0.376388314814981,Agente IA
rmo solicitud generacin masiva ot 61 febrero25,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.7161393516639863,Agente IA
acceso opensmartflex  ticket 52961  yovani paul sobarzo toloza,ABM,DBA,0.48407264793495824,Agente IA
problemas con electric office,Sistemas GIS,Sistemas GIS,0.5018098933299895,Agente IA
error orm,DBA,Aplicaciones,0.4346978999218211,Agente IA
conflicto en credenciales cuenta de red  oscar andres fuentes morales,Técnico TI,ABM,0.39314680070992575,Agente IA
claveopenbloqueda,DBA,Aplicaciones,0.376388314814981,Agente IA
solicitud acceso sharepoint sap,Técnico TI,ABM,0.5538665479035964,Agente IA
consulta sobre operacin del sistema en estimaciones star  ejemplo 228669,Aplicaciones,Aplicaciones,0.501673987286674,Agente IA
ingreso portal beneficios mdicos,MDA,MDA,0.6001760994780128,Agente IA
usiario bloqueado,MDA,DBA,0.5974705835044105,Agente IA
habilitar funciones en share point,Soporte de Campo,Soporte de Campo,0.6693503136222674,Agente IA
mensaje de error orm,DBA,Soporte de Campo,0.34046344870741324,Agente IA
renovacin clave shp,MDA,MDA,0.30973219674119296,Agente IA
problemas con outlook,Ingenieros TI,Soporte de Campo,0.7348949610414511,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
garanta base asus,Soporte de Campo,Aplicaciones,0.5637184332646136,Agente IA
roles duplicados en teams,Ingenieros TI,Ciberseguridad,0.32974145295294705,Agente IA
noc dbachilquinta monitoreo ti zsmartprd wsosf api chilquinta pagos,DBA,Ingenieros TI,0.577341215308765,Agente IA
actualizacion vpn,Soporte de Campo,Soporte de Campo,0.5380884494879944,Agente IA
acceso orm con vpn usuarios mhd  jvg,Ingenieros TI,Soporte de Campo,0.5229078486886413,Agente IA
reinstalacin de python,Soporte de Campo,Ciberseguridad,0.5639183648357461,Agente IA
solicita desbloqueo de cuenta,DBA,MDA,0.6346124759681103,Agente IA
nuevo documento para visar dp n 1800008861 soc cc,Ingenieros TI,Soporte de Campo,0.5776937944008889,Agente IA
cambioclavesapewm,DBA,Aplicaciones,0.376388314814981,Agente IA
creación dns internos alertatemperatura,Ingenieros TI,Ingenieros TI,0.6703244542810847,Agente IA
sin permisopara facturar fagfi,Aplicaciones,Aplicaciones,0.6887659768446489,Agente IA
open,ABM,DBA,0.571329207621289,Agente IA
casos de clientes con recamo sec segundo piso  chilquinta,Aplicaciones,Aplicaciones,0.27523409231237145,Agente IA
creación cuenta de red vpn y clevest felipe vivanco nari,Ingenieros TI,Ingenieros TI,0.46544239031787354,Agente IA
consulta por abm enviada,MDA,ABM,0.5223694609519006,Agente IA
contraseñas de gisred,ABM,Sistemas GIS,0.5697856229215746,Agente IA
problema acceso a citrix receiver  smallworld electric office,Aplicaciones,Sistemas GIS,0.3853707805481841,Agente IA
permisos glpi,Técnico TI,ABM,0.37598364514112337,Agente IA
dba urgente sao 564977 aplicar solución operativa en sfoa caso dbi de orcor parte 2 borrados de tipos de comentarios ticket 224131,DBA,DBA,0.5930544653096678,Agente IA
interrupciones edecsa,Aplicaciones,Aplicaciones,0.428444940001596,Agente IA
ingreso de dte proveedor zcom,ABM,DTE,0.4129299063624485,Agente IA
error acceso a open,DBA,Soporte de Campo,0.3287255435734551,Agente IA
extensin vpn usuarios luzagro,ABM,ABM,0.5789121156576034,Agente IA
gestin clave usuario lleonl  luis joaquin leon leon,MDA,MDA,0.7470920383818695,Agente IA
tti generacin de expedientes cnr octubre 2025,Técnico TI,Técnico TI,0.7446426425976992,Agente IA
cambio de clave clevest,Técnico TI,Técnico TI,0.5926525520481949,Agente IA
favor investigar porque se cae orm el da domingo,DBA,Aplicaciones,0.5505864471591088,Agente IA
favor atender a don luis pardo no puede acceder a su correo,Soporte de Campo,Soporte de Campo,0.614689453187101,Agente IA
20241007 creacin sharepoint reportecomercial 1xlsm,ABM,Técnico TI,0.4905375897378042,Agente IA
solicitud incripcin de sistema  portal de cuadro pagos externos,DBA,Técnico TI,0.34894344748889655,Agente IA
solicita habilitar consulta en orm,Aplicaciones,Aplicaciones,0.46910827075117423,Agente IA
procesar boleta con error en el dte,DTE,DTE,0.6750970603636697,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
reseteo y generacin de nueva clave para sap,DBA,DBA,0.3413390508215772,Agente IA
acceso sap  ticket 71378  valeria patricia jara cordero,ABM,ABM,0.42330277890959983,Agente IA
acceso a gisred,Técnico TI,Sistemas GIS,0.37858233506943745,Agente IA
habilitacin de perfil an en electric office guillermo cornejo,ABM,Soporte de Campo,0.611546475077234,Agente IA
archivo de retirados ao 2021  2022  2023,Aplicaciones,Aplicaciones,0.6555885110353487,Agente IA
cambio de causa y clasificacin,Aplicaciones,Aplicaciones,0.5689105689565626,Agente IA
error al ingresar a orm,MDA,MDA,0.313151242960418,Agente IA
renovación contraseña escritorio remoto,Técnico TI,ABM,0.4106632154486931,Agente IA
habilitacin gisred  martina ferreiro hormazbal ejecutivo calidad y gestin comercial,ABM,ABM,0.35253846270304773,Agente IA
solicitud de equipo eletrans,Telecomunicaciones,Soporte de Campo,0.6374468589487002,Agente IA
solicitud de creacin sala primer piso,Ingenieros TI,Soporte de Campo,0.5754150479709242,Agente IA
solicitud de creación de salas de isla baron,Ingenieros TI,Soporte de Campo,0.5729337489136934,Agente IA
